text,category,category2
"In my search, I found this thread https://groups.google.com/a/chromium.org/d/msg/chromium-dev/0g7D-ubb87c/dbpGxBSoBQAJ where this user ran into something similar.
 
 According to his log, he's stuck on the LINK step, but I think my setup got stuck before that.
 
 His log from the google groups link:",problem,clarifying
"No, it's not a ridiculous fail. If the attacker has compromised the OS, the battle has already been lost regardless of the what the PCI requirements say. See this:",problem,clarifying
"When reading the full discussion you linked to between the apple engineers, they actually appear to contradict the decision you've made:",problem,clarifying
"I am going to need some guidance on libgtkui::SetGtkTransientForAura. I cannot find the definition. I just need to overload the function to have a SetGtkTransientForAura(void* dialog, aura::Window* parent). I need use the underlying GtkNativeDialog if GTK_IS_WIDGET(dialog) fails because that API provides gtk_native_dialog_set_transient_for.",problem,clarifying
"On signet, the PR branch is actually slower; this is probably due to the fact that so many blocks are empty or nearly empty; the time needed to check the filter is greater than the time to check the block directly.",problem,clarifying
"I can't see anything obvious that would do that. Currently the only non-versioned package in Guix (linux-kernel-headers), is a pinned, older version of the 5.15.x branch.",problem,clarifying
"There's also no release/tag that would include my patch. So are you suggesting we move to using the master branch of miniupnpc? I doubt that is good idea, or would be sources that are particularly well tested. The only reason we do that for libnatpmp is because the author hasn't made a release in 7 years.",problem,clarifying
"I don't think that'd work. You'll still be able to add two nodes that resolve to the same IP using addnode as long as they belong to different namespaces. Lookups are not performed. The difference though is that both connections won't be established. However, the connection is not being checked by the test.",problem,clarifying
PS: This actually made me realize that the check for whether to add something to m_added_nodes was not good enough.,problem,clarifying
"Because I don't think it is a good use of developer and reviewer time to write not type-safe code, only to later (after review or merge) discover that it crashes with a TypeError. (Just one example: #27921 (comment), obviously the problem is a general one and it is left as an exercise to the reader to create a full list of past issues, including the ones that were more severe.)
 
 Yes, I know that mypy exists, but no one uses it, it is incomplete, and it comes with many other issues.",problem,clarifying
"It just makes developer UX worse. The linters are already horrible, with some contributors having quit (at least parts of the code base) because of them. If someone pushes code and then has to wait more than 20 minutes (a full tidy CI run on 4 CPUs, 30+ minutes on a dirty ccache) to figure out they'll have to replace std::to_string with ToString, it is certainly more annoying than having to wait 30 milliseconds:",problem,clarifying
This change looks good but I don't like the fact we add another option with a wrong prefix. We use the prefix com.docker.network.bridge. for every bridge options except:,problem,clarifying
Some failure on Windows; looks like it already was restarted once (but haven't checked if it was the same failure); let me post it here in case it's related;,problem,clarifying
"I'm running into problems with documentation. My service uses a loadbalancer and does not use the awsvpc network mode, and I'm still getting the error described in #4657",problem,clarifying
"I try to create an endpoint using Terrafrom and after a few minutes the endpoint fail because my primary image in the model was wrong, after i fix the image name on the model terraform applied the change to the model but never recreate the endpoint. The plan was showing nothing to add.",problem,clarifying
"Unfortunately this is still an issue. I have the same issue with creating a rds global cluster. The rds global cluster gets created but when I try to create an rds cluster as the primary cluster for the global cluster, it fails with error - * aws_rds_cluster.primary: error creating RDS cluster: InvalidParameterValue: The engine mode global you requested is currently unavailable. I am using Terraform version 0.11.11",problem,clarifying
"If you want to have a single preload API that exports all electron/node.js APIs to the renderer, then the sandbox won't help much(assuming you are using it for security purposes). ""Today with your solution all the developers who want to use sandbox have to manage on their side a preload for initiliazing some code (if they want to use it) for each application and depending if they want to activate or not the sandbox.
 
 My main concern is for having window.open works in sandbox mode, we need some specific code in the preload and it's not very helpful to adding manually the code every time we need to use sandbox (it should be automatic).""",problem,clarifying
"Looking at this code, I'm now actually wondering if we should have that variable at all, or if we instead could just return early (which is what the ishardlink var does if it's set); perhaps that would make the code less brittle (keeping things together).",problem,clarifying
"As soon as Info.plist is modified, code signature is broken and app marked as damaged. It worked so yesterday, but doesn't work today... See "" Under some conditions app is marked as damaged"" Because it doesn't invalidates the whole idea of this PR, I will continue investigation (using other macs / user and so on) a little bit later.",problem,clarifying
"Additionally, I haven't found a way to allow the renderer to attach a callback to the port's message event(s) and handle the arguments itself in the browser context (rather than using the intermediary preload node context). After inspecting the messageEvent type, it seems everything is available in the DOM context, so I'm not sure why that's not working—am I missing something?",problem,clarifying
"Thanks @MarshallOfSound for the awesome TouchBar support! Was wondering if someone tried a button with an image? I rebuilt the default app with the button below (in default_app.js), but it won't show up in the touch bar. Maybe some special image format/size is required? I could just find ""2x with a maximum height of 30 points (corresponding to 60 pixels)"" in these docs.",problem,clarifying
"I think the CI clang-tidy task is completely separate from the CI lint task. Just to repeat some points: It requires a full build system, a compile_commands.json, and must do a full build (slow). For the specifics, it may use more complicated and more verbose code, and it apparently ignores commented code?",problem,clarifying
"I'm not yet sure what's causing the hang, but the symptoms are observable by running npm test -- --runners=main --enable-logging --ci -g 'preconnect'. When the tests finish (after the link test times out), the app hangs and the GPU helper process is pegged at 100% cpu. Commenting out L371-L375 of atom_browser_client.cc (adding the ElectronRenderMessageFilter) causes the issue to go away, though the test still fails.",problem,clarifying
I found that this approach is not working with the .deb install. I will further debug to find out why.,problem,personalresponsibility
"Unrelated: I've been trying to run guix pull on riscv64. However, it failed. Let me try again and come back with a result next week.",problem,personalresponsibility
"hello @arpitnakrani thank you for your help
 
 branch from dev (make sure it is updated ) not from master
 
 the PR should only have changes related to the issue
 
 do not update dependencies",problem,proceduralsuggestion
hello @arpitnakrani thank you for your help branch from dev (make sure it is updated ) not from master the PR should only have changes related to the issue do not update dependencies,problem,proceduralsuggestion
"I was unable to backport this PR to ""8-x-y"" cleanly;
 
 you will need to perform this backport manually.",problem,proceduralsuggestion
"All of these options are only used by the bridge driver, and the host_ipvX options don't make sense outside the bridge driver. So, I think we need some extra refactoring first before merging this PR.",problem,proceduralsuggestion
"@bflad sorry to ping you on this, but I've been getting email updates on this for months and it seems nobody from hashicorp has responded other than when you first tagged the issue back in august",problem,proceduralsuggestion
"Oh, there's not existing way to do it. I guess I or somebody else can add it after this PR is merged.
 
 Let's skip it for now.",problem,proceduralsuggestion
I agree that this is a missing piece of our API. I've opened a new issue to track it: #26929,problem,proceduralsuggestion
Later edit: You cannot easily add the new type to the Address above because of the error below. So I think the main question is: How can I create the new type from a Secret,problem,question
I think the cc number check does not happen before deserialization unfortunately. Not sure what to do about this. Implement Deserialize manually?,problem,question
@polymahh when I am pulling the code it is saying already up to date and the number of commit with the dev branch matched.Can you please tell me where the problem is?,problem,question
"Super minor, this should be fine to call on all platforms since it is a no-op on Windows/Linux, but some of the mac-specific options are set directly in the NativeWindowMac::NativeWindowMac constructor, do you think this should move there?",problem,question
"Okay, but that means that it would remove the vibrancy to any type, other than string. Is that an acceptable behavior?",problem,question
"But no matter the CSS I use, the window a) has no shadow anymore unless inactive, b) shows no translucency. Is there anything I'm missing out on?",problem,question
"Also, as a follow-up, in your example @nornagon, would there not be a race condition with the postMessage call before the other port is even sent to the main process (let alone to the other renderer which will listen on the MessageChannel)? If so, is there a solid pattern to avoid this besides facilitating a handshake?",problem,question
But yeah it requires additional bookkeeping so it might not really worth the efforts. Not sure how others in @electron/wg-api think.,problem,question
"I already got that. I need that ipcRenderer not even be available in the Renderer process.
 
 How to achieve that ?",problem,question
"Hi guys, is there any guide exists? I try to const remote = require( 'electron' ).remote and remote.inAppPurchase.addTransactionListener is undefined, I don't see this method neither via console.log( remote.inAppPurchase ). Any advice?",problem,question
"Hi @AdrienFery, could u please advice:
 
 require('electron').remote.inAppPurchase.purchaseProduct(""some.product.id"",1,function(e){}); calling this method has no any effect as I see, is there anything else I should care about before this call? (v2.0.0-beta5)",problem,question
"The trouble is that microtasks queue is emptied after uv_run() completes so DispatchOne() is leaved and can't check the state anymore. I'm not sure if there are any implications of running the microtasks queue in DispatchOne(), but this sounds a bit heavy-handed to me. What do you think?",problem,question
I haven't yet found a good example of an Electron API that accesses something similar from the main process. I'm hoping someone can point me to one such example so I can copy paste get some inspirations.,problem,question
"This doesn't seem to do anything in my testing just yet, so I'm not too sure what the next step is.
 
 In your last reply, you mentioned that we'll need to patch and use network_context.mojom, so maybe that's what I'm missing? I was under the impression that partition->GetNetworkContext()->SetCorsOriginAccessListsForOrigin would apply it to the NetworkContext.",problem,question
"@deepak1556 I seem to be getting an exception for ""conversion failure from"" (there's nothing after ""from"") when I specify the allow list to be [ ""file"" ]. That can't seem right? I'm not familiar with the conversion process, hopefully someone can help. 🙏",problem,question
Can we do something to prevent it from happening in the future? It's kind of inconvenient ),problem,question
Why is Windows RS5 failing? Weird;,problem,question
"@bflad @jckuester Is it intended that the field subnets in vpc_config is called subnets and not subnet_ids like in lambda_function and eks_cluster. Stumpled upon that because I searched for the fields in vpc_config and did not find them in the documentation so I checked how they are called in other resources. I guess it is not possible to change it now because it is already realeased, right?",problem,question
@ewbankkit Any idea when this will be fixed? I just ran into this issue on cross-region peering.,problem,question
"""The bullets are little confusing to me because there are two use cases also under bullets. Can we use two different formats for the use cases and the features? Perhaps use headings for the two use cases?""",problem,question
"""The code formatting is failed, please add pre-commit-check by run pre-commit install in the folder of your local repo. And the code coverage is decreased, maybe adding a test for the pdf extraction will address this issue.""",problem,solution
"Yeah, I think we need to make this OS specific. On Windows it is a tray, on Linux it depends. So we can add a translation for macOS only.",problem,solution
The text over the teal background seem to be hard to read. Maybe use a lighter teal color?,problem,solution
"Unfortunately in crates/router/src/core/payment_methods/cards.rs there are numerous places as well as in crates/router/src/core/payment_methods/vault.rs for example.
 
 I wonder if it makes sense to replace CardNumber with Result<CardNumber, CCValError> in some places, such as in AddCardResponse in crates/router/src/core/payment_methods/transformers.rs or find some other way to include the fact that a card number can now no longer always successfully be created but might fail sometimes.",problem,solution
"The vview name is a little vague, maybe effect_view instead?",problem,solution
"The sync API returns a boolean, but I think that's awkward. You have to handle the case anyway, so better to just reject the promise on failure, and if people want to ignore it, they can just do .moveItemToTrash().catch(() => {});.",problem,solution
"Most of the native Node.js modules can not be reloaded in the same process, they would just crash if you do so. So in Electron we have to force restarting renderer process for every navigation, otherwise any app using native modules would crash after navigation.",problem,solution
"This means we have somehow made cross-process bi-directional synchronous communication which is the definition of how deadlocks happen. I'd argue that for the benefit of all users we shouldn't be letting them do that. E.g. We only allow synchronous IPC in one direction in our ipc module, we shouldn't allow it here.",problem,solution
"That's fine, many thanks.
 
 Exposing ipcRenderer by default in sandboxed mode will still be unsafe as security hole in the main process can be exploited to harm the user machine.
 
 So,I think ipcRenderer should be disabled by default and it will be the responsibility of the developer to select it in the allowed modules if he wills. Another option is to expose a new safeIpcRender module that will only process user defined messages.",problem,solution
"Duplicate // here, only need one set of //.",problem,solution
@AdrienFery it looks like our CI is failing because of incorrectly formatted code. You can run npm run lint locally to identify the formatting issues.,problem,solution
"I think if you want to upstream this, it might be nicer to move the if (size == 0) { ... } block in this function to after the if (popped_value) { ... } block (and thus avoiding the call to uv_idle_stop() if it’s not necessary), instead of restarting the idle handle even if there are not actually any new items in the queue?",problem,solution
Missed one test; needs an update due to the error-messages having changed (uppercase -> lowercase);,problem,solution
"@thaJeztah : I'm more concerned about the redundant unit tests and the time taken on all CI runs after this. Hence the suggestion to package it, so we can leverage testing.",problem,solution
"Hi @Kompi , I'm seeing the same issue. Looking at the code it seems that InvalidAttachmentID.NotFound is nowhere handled",problem,solution
"the ant design takes the width and make min max from it which was driving me crazy
 
 i tried your last idea it is very clever but it wasn't working on large screens
 
 so i changed it to clientWidth it is working for me, test it and see if it works
 
 also pls add the z-index",problem,solution
"This feature will never be used on any platform other than macOS,
 
 can you please put all of its files under a OS check at the bottom of the file?
 
 You will need to create a new section ['OS==""mac""', { right under the ['OS==""win""', {.",problem,solution
"From some stepping through the source code, it seems like this only occurs if remove_standard_frame is set to false. However, this PR ends up setting it to true unconditionally, thus as-is this should work ""fine"". That being said, losing the SSD isn't ideal, so I'll take a look into seeing if we can only enable CSD depending on whether or not a native frame is used.",problem,solution
"This is going to require a little more effort than previously thought. Still doable I think, but I am under the impression _dialog is going to have to change its type to a GtkFileChooser. I am also going to have to dip into libgtkui::SetGtkTransientForAura to account for this.",problem,solution
@idurar There is a problem to clone this repository. The reason is that .prettierignore files have trailing white space in their name. So I fixed it and opened this PR.,problem,solution
The built on jenkins failed. I don't understand why. I just tested to built on my Mac and it works.,problem,statusofactions
"This is causing issues in pages with <link rel=""preconnect"">. I've pushed a branch which includes a broken test for <link rel=""preconnect"">: https://github.com/electron/electron/tree/http-preconnect",problem,statusofactions
"I tried to look at the file sizes of the ldb files involved but the file where the test fails is deleted, not really sure why as of now",problem,statusofactions
"Unfortunately, it looks like this change hadn't actually fixed the problem. I had no luck at all trying to create a global RDS cluster via Terraform. There is a new related issue with all the details - #10188",problem,statusofactions
"""@WebSnke Hi, the easiest way is just to wait until this PR is merged :)""",proceduralsuggestion,
You need to rebase on the latest main commit,proceduralsuggestion,
"You should rebase your branch onto the latest version of main. If this is too difficult, then you can also close this PR and create a new one (and copy the spanish translations).",proceduralsuggestion,
"Meanwhile, please try rerunning the same job to create the PR. Thanks!",proceduralsuggestion,
"@WebSnke Hi, the easiest way is just to wait until this PR is merged :)",proceduralsuggestion,
You could also fork this PR (https://github.com/pantshaswat/localsend/tree/fix/660/confirm-delete-history) but there is a risk that something might be changed,proceduralsuggestion,
"Hey @shakeel-3, can you please revert the top most commit in your PR? Since it is already merged into main, I would suggest you using git pull origin main --no-rebase or git pull instead to get those changes in your PR.",proceduralsuggestion,
The dependency is bumped to the recent version of utoipa. The bug fix is included in this release. Unblocking this now.,proceduralsuggestion,
"cargo check --all-features
 
 cargo clippy --all-features
 
 ref - Cargo commands, and fix the errors thrown by clippy for the checks to pass .",proceduralsuggestion,
Please use the following cargo command -,proceduralsuggestion,
cargo clippy --all-features,proceduralsuggestion,
"ref - Cargo commands, and fix the errors thrown by clippy for the checks to pass .",proceduralsuggestion,
Please run cargo +nightly fmt to fix failing formatting check,proceduralsuggestion,
cargo clippy --all-features,proceduralsuggestion,
"ref - Cargo commands, and fix the errors thrown by clippy for the checks to pass .",proceduralsuggestion,
Please run cargo +nightly fmt to fix failing formatting check,proceduralsuggestion,
Please use following cargo commands -,proceduralsuggestion,
"cargo clippy --all-features
 
 ref - Cargo commands, and fix the errors thrown by clippy for the checks to pass and also use cargo +nightly fmt to fix the failing formatting check",proceduralsuggestion,
You might also should run cargo clippy --all-features,proceduralsuggestion,
Run cargo +nightly fmt for formatting.,proceduralsuggestion,
"You need to run cargo +nightly fmt for formatting code, and cargo clippy --all-features --all-targets to catch compilation errors and common mistakes. Refer to the Cargo commands section on the contributing guidelines for more info.",proceduralsuggestion,
"Hey @Himanshu-370 ,
 
 Please address the failing CI checks
 
 Run cargo clippy and addressed lints thrown by it.",proceduralsuggestion,
This PR addresses Issue #2351.,proceduralsuggestion,
"@AkshayaFoiger
 
 yes it addresses issue #2351 and i have mentioned it in the PR",proceduralsuggestion,
"As mentioned in it, to address potential lints in the code, please consider running the command:",proceduralsuggestion,
"cargo clippy --all-features
Additionally, to ensure consistent code formatting, you may run:
cargo +nightly fmt",proceduralsuggestion,
"Hi @ayan-joshi , Please follow commit message guidelines and Please use cargo +nightly fmt to fix the failing formatting check",proceduralsuggestion,
@sangwan14 here pr #379,proceduralsuggestion,
"Thank you @DecodeAndCode , we need to close this pr",proceduralsuggestion,
this PR will be closed in favor of this solution #393,proceduralsuggestion,
This pull request directly addresses issue #333,proceduralsuggestion,
yh just commit it to the same branch,proceduralsuggestion,
"@strawhat5 Yes sure, you can delete existing duplicates manually for now. related issue #370 was closed on previous PR.",proceduralsuggestion,
Thanks for this feature! I hope it's merged soon.,proceduralsuggestion,
Let's continue discussion at #27024.,proceduralsuggestion,
"If this seems like a good sample, I am happy to open a PR.",proceduralsuggestion,
@Anrock Either way is fine with me. Feel free to just make new commits. We can squash it all when merging.,proceduralsuggestion,
Please resolve the conflicts. Thanks :-),proceduralsuggestion,
ah i mean you can literally tag @electron/reviewers!,proceduralsuggestion,
@Cryrivers @PeterTeng This PR is currently blocked by the inability to build Chromium with the required target SDK.,proceduralsuggestion,
See #8280 (comment),proceduralsuggestion,
@michaelzoidl Maybe you should create a new issue to keep track of it.,proceduralsuggestion,
"Potentially, yes (basic idea is in 2-3 comments above), but I'm not sure. I'd use some C++ help",proceduralsuggestion,
"Please rebase this on top of current master, thanks!",proceduralsuggestion,
Also I think the removed APIs should be mentioned in breaking changes.,proceduralsuggestion,
"The backport process for this PR has been manually initiated, here we go! :D",proceduralsuggestion,
Oops wrong branch... Sorry about that,proceduralsuggestion,
"Apologies, I still have my hands full and haven't been able to make any progress. Feel free to close until someone more capable can implement this.",proceduralsuggestion,
"With this in mind, I'm now marking this PR as ready for review.",proceduralsuggestion,
"If upstreaming this patch is a complete dead end, we should explore, in order of preference:",proceduralsuggestion,
I have decided to merge this patch for the time being. It can be reverted though.,proceduralsuggestion,
"Rebased on master, with a few changes and an extra commit (see below).",proceduralsuggestion,
"94e8882, and maybe also 2574b7e, may be worth backporting.",proceduralsuggestion,
Seems better to keep the discussion in one place for now.,proceduralsuggestion,
"we'll revendor once v0.5.0 was tagged, but don't think we have to wait for that 👍",proceduralsuggestion,
Amending updates the existing PR. You DO NOT need to open a new one.,proceduralsuggestion,
"This Fixes #36317.
 
 I think that issue can be closed now :)",proceduralsuggestion,
"Hi @pccowboy
 
 I just addressed this in @stack72 's branch and that linked PR will be part of the next release.",proceduralsuggestion,
I look forwarding to see this merge,proceduralsuggestion,
"Hope this PR will be done soon so i can enrich my tests for service catalog related data sources (product, launch path and provisioning artifact) and resource (product provisioning), making it ready for PR",proceduralsuggestion,
"This appears to be superseded by #4980, which contains all the previous commits, so closing this one in preference of the newer pull request.",proceduralsuggestion,
aws_sagemaker_endpoint_configuration was merged -- this is ready for rebase. 😄,proceduralsuggestion,
This has been released in version 1.60.0 of the AWS provider. Please see the Terraform documentation on provider versioning or reach out if you need any assistance upgrading.,proceduralsuggestion,
"""@Tienisto can you merge this pull request to the main branch please?""",proceduralsuggestion,calltoaction
"@Tienisto
 
 Please review my PR and if according to the guidelines please do merge it :)",proceduralsuggestion,calltoaction
"@Tienisto
 
 Please review it once again
 
 I have changed them back and if according to the guidelines please do merge it :)",proceduralsuggestion,calltoaction
ran the cargo +nightly fmt and gave no errors. Please review @srujanchikke,proceduralsuggestion,calltoaction
"I believe the From implementation is not used anywhere in our codebase, PR #1074 can be reverted. @vspecky Please confirm.",proceduralsuggestion,calltoaction
"Please use the following cargo commands -                                                                                                                                                                                                                                                        cargo check --all-features
 
 cargo clippy --all-features
ref - Cargo commands, and fix the errors thrown by clippy for the checks to pass .
Please run cargo +nightly fmt to fix failing formatting check
",proceduralsuggestion,calltoaction
"please update & pull from dev , and try to start again , don't touch coreController",proceduralsuggestion,calltoaction
"@18feb06 no dont close it , i approved it now it needs another approval so it can be merged to dev branch
 
 also always name your branch something descriptive this will be master which is not helpful
 
 but we can accept since it is one file
 
 and with every issue created a new branch based on dev , always start from dev
 
 refer to guides in the readme to learn more on open source",proceduralsuggestion,calltoaction
"@arpitnakrani if you can stat from the beginning
 
 and follow the getting started guide
 
 I am going to close this PR
 
 if you still have issues create a new issue and give us as much details as possible and follow the contributing guide",proceduralsuggestion,calltoaction
This remains NACK'd and should not have been merged. Please revert it ASAP.,proceduralsuggestion,calltoaction
"Can you check and merge this, please. I'm very much interested in using the feature.",proceduralsuggestion,calltoaction
@bflad Could you please merge this Pull Request. Thanks!,proceduralsuggestion,calltoaction
"Guys, please merge the PR! It's a very useful feature!",proceduralsuggestion,calltoaction
"""I had to force push because I had added a newline at the end of the json.""",proceduralsuggestion,clarifying
closing this PR as this is a duplicate PR.,proceduralsuggestion,clarifying
"@vulture Yes, it is WIP and it's going to stay WIP for some time, probably weeks.
 
 Right now it's in a quite messed up state, it's basically just a set of compilation fixes and it cannot be built.",proceduralsuggestion,clarifying
"I personally don't recommend to try to use it (even for testing) until the Chromium 61 is released, which is scheduled on September 5th.",proceduralsuggestion,clarifying
"@pushkin- yeah, let's go ahead and open a new issue, I think. If the BVs aren't being GC'd even after the webContents is destroyed then that'd be a bug. I don't think WeakMap would factor into it.",proceduralsuggestion,clarifying
"The API is still there just for testing purpose, will change it to whatever makes sense once the team approves the method and agrees on an API design.",proceduralsuggestion,clarifying
I'd really like to see this merged as I'm facing the issues outlined in #7212,proceduralsuggestion,clarifying
"Hey @adarsh-jha-dev, it's fine. We will get the PR merged.",proceduralsuggestion,personalresponsibility
"No need to create an issue a, simply use #6712 to track progress. I plan to implement it as soon as I get a free weekend, work/family have been demanding a lot lately :)",proceduralsuggestion,personalresponsibility
I'm rebasing this PR to fix the conflicts introduced by the mips changes. The build state is not supposed to change.,proceduralsuggestion,personalresponsibility
"There shouldn't be any rush to merge this pull request before someone reviewed the code, and I am happy to rebase it every now and then (when no review happened yet) to see if there are any real (unlikely) bugs introduced.",proceduralsuggestion,personalresponsibility
This is blocking further progress on this PR. Thanks.,proceduralsuggestion,problem
"With this PR rebased on master the fuzz target fails on ZmNmYTo6MVwzMyo6XG8x//+SfgQAsGAAAFtbAFs6AAAAgG6yQeqTIA== (took 1000+ CPU hours). Might be unrelated or the same issue, haven't checked.",proceduralsuggestion,problem
"Looks like this can't be merged/backported as-is either way, due to the silent conflict caused by the rafactor (7be62df)?",proceduralsuggestion,problem
I'm forking @bw-intuit branch and making some changes per @radeksimko comments. I would likely to create a new PR to facilitate the review. Any objection?,proceduralsuggestion,question
"Pushed a new version with the fixes @tiborvass just merged. I feel like I've seen that RS5 error a few times now, but I don't remember why. Let's see if it happens again when this CI run completes.",proceduralsuggestion,solution
"The 6.1 version looks like it can be removed, but I'm not sure if it breaks the app for someone, so I re-added before committing",proceduralsuggestion,statusofactions
I created PR #4980 for review. I took into consideration all review comments and it's based on @bw-intuit branch.,proceduralsuggestion,statusofactions
@AaronWard thanks for your contribution! Are you on discord?,question,
"""@sonichi are there any changes to be done from my side..""",question,
"""Can you explain what removing 'http' does?""",question,
"""Hi @vspecky, thanks for the comment. Just to be clear, should I try to implement Deserialize manually for CardNumber according to the example that you provided?""",question,
"""Thanks for your contribution! How come that the images use less space?""",question,
"""Can you elaborate what this new word will make LocalSend better?""",question,
"""Hi @Tienisto thanks for reviewing PR. We can try to make pasting text work but do you think popup a dialog asking if user want to use clipboard content or not is a good user experience?""",question,
Why did it fail?,question,
Sounds good. Anything I can do to make it easier?,question,
Thanks for your contribution! How come that the images use less space?,question,
"And one more question: when you press ""Paste"", does it immediately insert the last item from the clipboard, or does it open an additional dialog window/page?",question,
"Hey @shivansh-bhatnagar18 ,
 
 Have you addressed lints thrown by cargo clippy?",question,
What about these tests?,question,
"How do I resolve this?
 
 Is there a different version / build of rust I need to be using? (My rustc version is 1.75.0-nightly)",question,
I have a question sorry to tag you both again @lsampras @SanchithHegde,question,
"Hey @Kota-Karthik ,
 
 Just checking in - are you working on it or shall we consider reassigning the issue to someone else?",question,
Just curious on why not use email strategy?,question,
"should i add use masking::abs::SwitchStrategy; or use masking::{Secret, abs::SwitchStrategy}; to import the trait
 
 so that it will fix CI checks?",question,
Also please advice if the test should go into their own module or if it's okay to keep them in the file as is.,question,
Would it make sense to replace all those with the new CardNumber struct that actually holds the data?,question,
"Hi @vspecky
 
 thanks for the comment. Just to be clear, should I try to implement Deserialize manually for CardNumber according to the example that you provided?",question,
Does this mean I leave them in for now and you take care of this?,question,
@polymahh what do you think? commit,question,
"On registration, is there an event handler to pick the user details and store them in a database or something?",question,
"hello @quan-nh2 what is the issue that this PR is fixing , from my understanding sending empty required inputs is not possible",question,
@sweetapplepumpkinpie did you apply for idurar job ?,question,
@sweetapplepumpkinpie did you apply for idurar job ?,question,
What do you think?,question,
@polymahh do you want a custom scrollbar or the regular one that the webapp is using,question,
"@polymahh will this color do the job, and do you want both the scrollbar to change or just the notification one to change",question,
Do we need to write a dockerfile for server.js too?,question,
Is this correct?,question,
@Rajdeep1311 have u tried running it locally ? if it works then fine,question,
how to connect?,question,
"@anonymous4561 Interesting, how about the frontend?",question,
@prakarsh-dt when will the new version be released?,question,
"@prakarsh-dt , hi bro! when will the new version be released?",question,
Hey! @pawan-mehta-dt. So sorry for the tag but any update on this PR?,question,
how do we know this is the reason?,question,
Are others experiencing following issues on Ubuntu 22.04.1 LTS (or equivalent) and Electron 25.3.0 (which implements this PR)?,question,
@ToasterUwU Did you experience segmentation fault during testing?,question,
I wonder if it works with frameless window,question,
@gerhardberger Do you know how this is done by iTerm?,question,
Is it likely for this feature to be back-ported for v8.2.0 or v9.0.0?,question,
When other types of transferable objects are supported would you expect support for OffscreenCanvas?,question,
One question: the purpose of MessageChannelMain is not immediately obvious to me. What is the use-case over just ipcRenderer and ipcMain methods? Is there any benefit?,question,
One use-case I think could be to prepare the ports on the main side and send them over into the 2 windows? But isn't this something covered by my example already?,question,
This is something that can't be backported right? It's semver/feature 🤔,question,
@Anrock are you still interested in moving forward with this?,question,
Any chance the popover can allow for options (if it doesnt already - I didn't see) to mimic the volume and or brightness popovers? Or the animated popover for the default function keys?,question,
"Secondly, what exactly do you need in order to achieve what you want to do? Can't this kind of text output be done with labels?",question,
Won't this blow up on Linux since autoUpdater will be null at this point?,question,
Are you looking for something like this?,question,
Any update on this?,question,
@paulcbetts How does it look? :),question,
@patrickdet any update here? Thanks.,question,
@zeke any good examples of an APIs implemented in Electron that return a Promise?,question,
@sindresorhus what's your take on Promise API resolution value? Should it resolved to Boolean or the mere fact of taking .then branch means that it succeeded?,question,
@codebytere I'm not sure to understand your answer: you seem to recommend option 2 with the arguments of option 1 😀,question,
But I'd like to get the opinion of @deepak1556 and @ppontes (who worked on the subject and on the concerned tests) beforehand. 🙏,question,
"For anyone (maybe me) willing to dig the subject of safely destruct/cleanup node environments, what are the relevant issues/code bytes one can look into? I had the feeling that @MarshallOfSound made some good progress with #16425, didn’t you?",question,
"Hi @tarruda, Understood ipcRenderer is exposed in the sandboxed renderer. Is there a plan to extend the list of exposed modules? for example websocket ?",question,
"Not sure if I understand what you mean by ""default preload"". Can you give an example?",question,
@MarshallOfSound got it. So where do you think is the proper module to add it?,question,
This sounds interesting. Is this custom version available anywhere? That kind of source protection would interest a lot of people,question,
@MarshallOfSound @deepak1556 Is there any problem of this PR?,question,
What should I do to restrict this to macOS only ?,question,
@zcbenz @deepak1556 any ideas how this feature can be tested?,question,
Any news on when this will go into the official version of Electron?,question,
@yuri-karkh Which version of Electron do you use ?,question,
@yuri-karkh What is your bundleID and your productID ?,question,
@AdrienFery is this correct. You added the getProducts() method and that needs to be called before purchaseProduct() for purchaseProduct() to work?,question,
"I know it happened to you on ""purchaseProduct"", but what did you do to fix it?",question,
Hi is there a way to try electron with chromium 61 using npm install electron@1.X.0 ?,question,
Hello. Just for information. Does Electron 1.9.X with Chrome 61 support webusb?,question,
"I'd still like some more thoughts about the API. Given you mentioned (2) and (3) are unrelated to a webcontents, I think the current API is insufficient? Does the current API catch those messages?",question,
Perhaps an API like this would make sense?,question,
"This will always be true, right? If so,",question,
@pushkin- Not sure what you mean. All references need to be removed for garbage collection. Do you mean some kind of internal map in BrowserWindow or something in your application?,question,
"@pushkin- Sorry, where is the code?",question,
"With this in mind, would you say I should submit it upstream (Node.js)?",question,
@addaleax could has_tick_scheduled be false for me?,question,
Maybe the MicrotasksScope is messing with the explicit PerformCheckpoint() call here?,question,
I’m wondering why Electron has the outer MicrotasksScope in the first place – can we avoid that somehow?,question,
"Curious if this is intentionally configured, and if there's an alternate way to check the result details.",question,
I'm not sure why the lint CI result is not visible to you. /cc @jkleinsc,question,
"Hang on, I think we can just specify kNoTag for the tag? Which would mean we wouldn't need to fetch the render frame, which makes me think maybe this API shouldn't be on webFrame at all?",question,
"@zcbenz Thanks for the merge!
 
 I'm not too familiar with how the Electron team's roadmap planning works, but I'm curious to know which release version of Electron would contain these changes?
 
 It doesn't seem like it's being backported to v11 so I'm guessing we're aiming for v12?",question,
"What's the current status of this request, when is it going to be implemented into Electron?",question,
